;topic;StyleID;id;topic_safe
849;farbe;9743730;10809;farbe
850;farb;553018;1081;farb
851;absolut;655046;10810;absolut
852;vorhäng;9743730;10811;vorhaeng
853;richtig;434886;10812;richtig
854;tolle;654563;10813;tolle
855;echt;654563;10814;echt
856;längenangabe;44970574;10815;laengenangabe
857;unterschenkeln;44970574;10816;unterschenkeln
858;finden;44970574;10817;finden
859;passt;1709054;10818;passt
860;endlich;655046;10819;endlich
861;allerdings;553018;1082;allerdings
862;schöne;9743730;10820;schoene
863;toller;9743730;10821;toller
864;verschieden;44970574;10822;verschieden
865;passen;655046;10823;passen
866;gute;434886;10825;gute
867;passen;434886;10826;passen
868;falsch;654563;10827;falsch
869;qualität;655046;10829;qualitaet
870;fallen;709229;1083;fallen
871;tolle;44970574;10830;tolle
872;schöner;8623725;10831;schoener
873;paßt;515928;10832;passt
874;passform;515928;10833;passform
875;qualität;654563;10834;qualitaet
876;farbzusammenstellung;1709054;10835;farbzusammenstellung
877;qualität;709229;10837;qualitaet
878;material;709229;10838;material
879;tragekompfort;654563;10839;tragekompfort
880;material;1709054;1084;material
881;farbe;9743730;10840;farbe
882;qualität;515928;10841;qualitaet
883;passform;44970574;10842;passform
884;arbeit;654563;10843;arbeit
885;tragen;655046;10844;tragen
886;generell;44970574;10845;generell
887;zurück;655046;10846;zurueck
888;material;8623725;10847;material
889;ware;434886;10848;ware
890;preiswert;9743730;10849;preiswert
891;astrein;655046;1085;astrein
892;frau;44970574;10850;frau
893;hit;44970574;10851;hit
894;preis;553018;10852;preis
895;material;44970574;10853;material
896;körbchen;654563;10855;koerbchen
897;überhaupt;44970574;10856;ueberhaupt
898;gummibund;434886;10857;gummibund
899;gerne;9743730;10858;gerne
900;preis;553018;10859;preis
901;material;44970574;1086;material
902;preis;654563;10860;preis
903;qualität;654563;10861;qualitaet
904;material;9743730;10863;material
905;material;654563;10864;material
906;doppelflügelig;9743730;10865;doppelfluegelig
907;tollen;44970574;10866;tollen
908;dünn;44970574;10867;duenn
909;qualität;9743730;10868;qualitaet
910;material;9743730;10869;material
911;naht;655046;1087;naht
912;qualität;1709054;10870;qualitaet
913;blau;9743730;10871;blau
914;material;44970574;10872;material
915;gehen;654563;10873;gehen
916;fünfter;655046;10874;fuenfter
917;qualität;9743730;10875;qualitaet
918;woche;1709054;10876;woche
919;passform;654563;10877;passform
920;fest;434886;10878;fest
921;schnell;434886;10879;schnell
922;qualität;9743730;1088;qualitaet
923;schöne;1709054;10880;schoene
924;top;9743730;10881;top
925;material;9743730;10882;material
926;tolle;44970574;10883;tolle
927;qualität;9743730;10884;qualitaet
928;tragen;1709054;10885;tragen
929;bequem;655046;10886;bequem
930;guter;44970574;10888;guter
931;qualität;515928;10889;qualitaet
932;mehrmals;709229;1089;mehrmals
933;total;44970574;10890;total
934;kinderzimmer;9743730;10891;kinderzimmer
935;passt;44970574;10892;passt
936;geben;654563;10893;geben
937;sitzt;515928;10894;sitzt
938;täglich;655046;10895;taeglich
939;material;44970574;10896;material
940;passt;655046;10897;passt
941;größe;434886;10898;groesse
942;passt;44970574;10899;passt
943;größe;655046;109;groesse
944;finden;553018;1090;finden
945;angenehm;655046;10900;angenehm
946;material;515928;10901;material
947;tragekomfort;434886;10902;tragekomfort
948;früh;434886;10903;frueh
949;perfkt;515928;10904;perfkt
950;richtig;553018;10905;richtig
951;bereits;553018;10906;bereits
952;material;44970574;10907;material
953;brust;655046;10908;brust
954;farbe;434886;10909;farbe
955;kollektion;515928;1091;kollektion
956;passform;655046;10910;passform
957;angenehm;44970574;10911;angenehm
958;erster;655046;10912;erster
959;schneiden;8623725;10913;schneiden
960;nutzen;44970574;10914;nutzen
961;material;709229;10915;material
962;gardine;9743730;10916;gardine
963;fällen;8623725;10917;faellen
964;material;9743730;10918;material
965;schönes;44970574;10919;schoenes
966;grösse;1709054;1092;groesse
967;begeistert;515928;10920;begeistert
968;bein;44970574;10921;bein
969;sitzt;434886;10922;sitzt
970;material;9743730;10923;material
971;material;434886;10924;material
972;fällen;434886;10925;faellen
973;qualität;515928;10926;qualitaet
974;bewerten;654563;10927;bewerten
975;bestell;1709054;10928;bestell
976;tragen;434886;10929;tragen
977;angenehm;515928;1093;angenehm
978;material;9743730;10930;material
979;material;44970574;10931;material
980;material;1709054;10932;material
981;schöne;654563;10933;schoene
982;beschreiben;9743730;10934;beschreiben
983;macht;8623725;10935;macht
984;bund;44970574;10936;bund
985;passform;655046;10937;passform
986;passen;1709054;10938;passen
987;material;655046;10939;material
988;zutragen;553018;1094;zutragen
989;verschluß;654563;10940;verschluss
990;gehen;8623725;10942;gehen
991;bund;434886;10943;bund
992;vogestellen;654563;10944;vogestellen
993;material;654563;10945;material
994;material;654563;10946;material
995;passen;654563;10947;passen
996;günstig;655046;10948;guenstig
997;macht;8623725;10949;macht
998;farbe;515928;1095;farbe
999;passen;654563;10951;passen
1000;farbe;515928;10952;farbe
1001;schade;1709054;10953;schade
1002;material;709229;10954;material
1003;größe;655046;10955;groesse
1004;weit;434886;10956;weit
1005;stoff;9743730;10957;stoff
1006;fest;434886;10958;fest
1007;material;655046;10959;material
1008;material;709229;1096;material
1009;beschreiben;434886;10960;beschreiben
1010;gummis;434886;10961;gummis
1011;schöner;9743730;10962;schoener
1012;shirt;709229;10963;shirt
1013;farbe;44970574;10964;farbe
1014;bitte;515928;10965;bitte
1015;halt;654563;10966;halt
1016;kneifen;655046;10967;kneifen
1017;guter;654563;10968;guter
1018;bein;44970574;10969;bein
1019;total;553018;1097;total
1020;preisleistungsverhältnis;9743730;10970;preisleistungsverhaeltnis
1021;gerader;434886;10971;gerader
1022;wunderschön;515928;10972;wunderschoen
1023;passend;515928;10973;passend
1024;farbe;654563;10974;farbe
1025;effekt;8623725;10975;effekt
1026;sitzen;44970574;10976;sitzen
1027;sitzen;655046;10977;sitzen
1028;nehmen;8623725;10978;nehmen
1029;finden;654563;10979;finden
1030;lange;9743730;1098;lange
1031;material;44970574;10980;material
1032;qualität;44970574;10981;qualitaet
1033;eng;654563;10982;eng
1034;dick;9743730;10983;dick
1035;richtig;709229;10984;richtig
1036;top;553018;10985;top
1037;packs;1709054;10986;packs
1038;optimal;8623725;10987;optimal
1039;danken;654563;10988;danken
1040;wohl;44970574;10989;wohl
1041;material;709229;1099;material
1042;leistung;553018;10990;leistung
1043;entspricht;655046;10991;entspricht
1044;bund;44970574;10992;bund
1045;farbe;44970574;10993;farbe
1046;versand;434886;10994;versand
1047;schöne;434886;10995;schoene
1048;lang;434886;10996;lang
1049;pack;1709054;10998;pack
1050;müssen;434886;10999;muessen
1051;schõn;553018;11;schõn
1052;weit;1709054;110;weit
1053;schlecht;434886;1100;schlecht
1054;schöne;1709054;11000;schoene
1055;bequem;44970574;11001;bequem
1056;material;655046;11002;material
1057;macht;8623725;11003;macht
1058;nich;654563;11004;nich
1059;leistungsverhältnisen;654563;11005;leistungsverhaeltnisen
1060;material;434886;11006;material
1061;fühlen;553018;11007;fuehlen
1062;größe;553018;1101;groesse
1063;tolles;9743730;11010;tolles
1064;preis;434886;11011;preis
1065;farbe;9743730;11012;farbe
1066;bewerten;515928;11013;bewerten
1067;richtig;44970574;11014;richtig
1068;gute;655046;11015;gute
1069;fallen;8623725;11016;fallen
1070;qualität;434886;11017;qualitaet
1071;guter;515928;11019;guter
1072;sitz;44970574;1102;sitz
1073;sporteln;655046;11020;sporteln
1074;anraten;8623725;11021;anraten
1075;schlapp;553018;11022;schlapp
1076;sitz;44970574;11023;sitz
1077;verarbeiten;654563;11024;verarbeiten
1078;schnell;434886;11025;schnell
1079;material;434886;11026;material
1080;fällen;44970574;11027;faellen
1081;endlich;9743730;11028;endlich
1082;raffungen;8623725;11029;raffungen
1083;ideales;709229;1103;ideales
1084;bissch;9743730;11030;bissch
1085;geben;553018;11031;geben
1086;angenehm;654563;11032;angenehm
1087;leger;709229;11033;leger
1088;künstlich;655046;11034;kuenstlich
1089;material;9743730;11035;material
1090;material;655046;11036;material
1091;angenehm;515928;11037;angenehm
1092;schöne;44970574;11038;schoene
1093;sitz;515928;11039;sitz
1094;fallen;44970574;1104;fallen
1095;verrutschen;515928;11040;verrutschen
1096;qualität;655046;11041;qualitaet
1097;she;553018;11042;she
1098;abwicklung;9743730;11043;abwicklung
1099;fest;434886;11044;fest
1100;schönes;709229;11045;schoenes
1101;material;1709054;11046;material
1102;bereits;655046;11047;bereits
1103;qualität;9743730;11048;qualitaet
1104;prima;1709054;11049;prima
1105;früh;553018;1105;frueh
1106;schnitt;44970574;11051;schnitt
1107;sitzt;654563;11052;sitzt
1108;kurzärmelig;1709054;11053;kurzaermelig
1109;sitzen;655046;11054;sitzen
1110;absolut;709229;11055;absolut
1111;möchten;9743730;11056;moechten
1112;material;44970574;11057;material
1113;hausschuhe;553018;11058;hausschuhe
1114;günstig;655046;11059;guenstig
1115;passen;515928;1106;passen
1116;sitzt;44970574;11060;sitzt
1117;material;655046;11061;material
1118;trägt;44970574;11062;traegt
1119;hübsch;709229;11063;huebsch
1120;material;9743730;11064;material
1121;preis;434886;11065;preis
1122;passt;44970574;11066;passt
1123;erst;553018;11067;erst
1124;eigentlich;434886;11068;eigentlich
1125;lieben;44970574;1107;lieben
1126;eng;44970574;11070;eng
1127;preis;1709054;11071;preis
1128;passt;654563;11072;passt
1129;tochter;44970574;11073;tochter
1130;bewertung;44970574;11074;bewertung
1131;kurzgröße;434886;11075;kurzgroesse
1132;groß;654563;11076;gross
1133;eintruck;434886;11077;eintruck
1134;material;9743730;11078;material
1135;stoff;709229;11079;stoff
1136;grün;9743730;1108;gruen
1137;begeistert;44970574;11080;begeistert
1138;leger;709229;11081;leger
1139;groß;8623725;11082;gross
1140;alltag;434886;11083;alltag
1141;qualität;654563;11084;qualitaet
1142;passen;44970574;11086;passen
1143;genauso;553018;11087;genauso
1144;angenehm;655046;11088;angenehm
1145;sitzen;434886;11089;sitzen
1146;schwarz;709229;1109;schwarz
1147;total;655046;11090;total
1148;material;9743730;11092;material
1149;topen;515928;11093;topen
1150;sagen;434886;11094;sagen
1151;material;709229;11095;material
1152;kommen;709229;11096;kommen
1153;bestens;654563;11097;bestens
1154;longshirts;1709054;11098;longshirts
1155;sitzt;434886;11099;sitzt
1156;preis;434886;111;preis
1157;grün;709229;1110;gruen
1158;verdunkelt;9743730;11100;verdunkelt
1159;longshirt;1709054;11101;longshirt
1160;lange;9743730;11102;lange
1161;chino;44970574;11103;chino
1162;schmal;44970574;11104;schmal
1163;preis;9743730;11105;preis
1164;beschreibung;9743730;11106;beschreibung
1165;farbe;515928;11107;farbe
1166;qualität;9743730;11108;qualitaet
1167;hoffentlich;515928;11109;hoffentlich
1168;farbe;1709054;1111;farbe
1169;tolle;44970574;11110;tolle
1170;qualität;434886;11111;qualitaet
1171;farbe;44970574;11112;farbe
1172;passform;655046;11113;passform
1173;farbe;1709054;11114;farbe
1174;tolles;709229;11115;tolles
1175;material;515928;11116;material
1176;sitzt;655046;11117;sitzt
1177;preis;654563;11118;preis
1178;passt;515928;11119;passt
1179;weiß;553018;1112;weiss
1180;weit;434886;11120;weit
1181;weiss;655046;11121;weiss
1182;gehen;709229;11122;gehen
1183;gerne;515928;11123;gerne
1184;bestsitzend;655046;11124;bestsitzend
1185;obermaterial;553018;11125;obermaterial
1186;farbe;553018;11126;farbe
1187;material;8623725;11127;material
1188;zurück;44970574;11128;zurueck
1189;material;44970574;11129;material
1190;beschreiben;515928;1113;beschreiben
1191;material;9743730;11131;material
1192;lang;434886;11132;lang
1193;schnell;1709054;11133;schnell
1194;passen;44970574;11134;passen
1195;gehen;709229;11135;gehen
1196;angenehm;515928;11136;angenehm
1197;farbe;44970574;11138;farbe
1198;klein;709229;11139;klein
1199;qualität;434886;1114;qualitaet
1200;sitzen;8623725;11140;sitzen
1201;lassen;8623725;11141;lassen
1202;sitzt;44970574;11142;sitzt
1203;passform;654563;11143;passform
1204;angehm;44970574;11144;angehm
1205;sohn;434886;11145;sohn
1206;hängt;9743730;11146;haengt
1207;material;434886;11147;material
1208;tolles;44970574;11148;tolles
1209;zurückschicken;8623725;11149;zurueckschicken
1210;farbe;8623725;1115;farbe
1211;unmöglicher;8623725;11150;unmoeglicher
1212;angenehm;553018;11151;angenehm
1213;schnell;553018;11153;schnell
1214;hos;434886;11154;hos
1215;qualität;9743730;11155;qualitaet
1216;leistungsverhältnis;434886;11156;leistungsverhaeltnis
1217;sitzen;654563;11157;sitzen
1218;passen;655046;11158;passen
1219;ideal;515928;11159;ideal
1220;verarbeiten;9743730;1116;verarbeiten
1221;überhaupt;8623725;11160;ueberhaupt
1222;preis;434886;11161;preis
1223;soweit;434886;11162;soweit
1224;tolle;44970574;11163;tolle
1225;prima;434886;11164;prima
1226;toller;553018;11165;toller
1227;farbe;9743730;11166;farbe
1228;qualität;8623725;11167;qualitaet
1229;schöne;709229;11168;schoene
1230;sorte;515928;11169;sorte
1231;passform;654563;1117;passform
1232;farbe;44970574;11170;farbe
1233;bereits;709229;11171;bereits
1234;vorstellen;9743730;11172;vorstellen
1235;betonent;44970574;11173;betonent
1236;farbe;553018;11174;farbe
1237;oberschenkeln;44970574;11175;oberschenkeln
1238;supwrtolle;1709054;11176;supwrtolle
1239;schwer;8623725;11177;schwer
1240;passen;1709054;11178;passen
1241;bestellung;434886;11179;bestellung
1242;schöner;709229;1118;schoener
1243;material;8623725;11180;material
1244;finde;434886;11182;finde
1245;jährig;654563;11183;jaehrig
1246;material;434886;11185;material
1247;preis;9743730;11186;preis
1248;weise;434886;11187;weise
1249;passt;654563;11188;passt
1250;passen;44970574;11189;passen
1251;topen;1709054;1119;topen
1252;passform;655046;11190;passform
1253;sitz;654563;11191;sitz
1254;farbe;654563;11192;farbe
1255;preisleistungsverhältnis;9743730;11193;preisleistungsverhaeltnis
1256;qualität;434886;11194;qualitaet
1257;richtig;655046;11195;richtig
1258;schneiden;44970574;11196;schneiden
1259;tolle;654563;11197;tolle
1260;fallen;44970574;11198;fallen
1261;passt;655046;11199;passt
1262;farbe;515928;112;farbe
1263;erster;553018;1120;erster
1264;kombinationsartikel;515928;11200;kombinationsartikel
1265;farbe;1709054;11201;farbe
1266;gr;655046;11202;gr
1267;absolut;553018;11203;absolut
1268;tragen;553018;11204;tragen
1269;erwarten;654563;11205;erwarten
1270;verarbeitung;515928;11206;verarbeitung
1271;material;8623725;11207;material
1272;bequem;553018;11208;bequem
1273;kommentar;434886;11209;kommentar
1274;text;9743730;1121;text
1275;bequem;44970574;11210;bequem
1276;qualität;9743730;11211;qualitaet
1277;tochter;654563;11212;tochter
1278;material;44970574;11213;material
1279;angenehm;515928;11214;angenehm
1280;eigentlich;434886;11215;eigentlich
1281;form;654563;11217;form
1282;sitzen;655046;11218;sitzen
1283;material;9743730;1122;material
1284;bestehen;9743730;11220;bestehen
1285;genauso;9743730;11221;genauso
1286;material;9743730;11222;material
1287;stoff;1709054;11223;stoff
1288;gr;1709054;11224;gr
1289;tolle;44970574;11225;tolle
1290;passen;515928;11226;passen
1291;material;709229;11227;material
1292;lang;434886;11228;lang
1293;schönes;1709054;11229;schoenes
1294;eng;8623725;1123;eng
1295;preis;434886;11230;preis
1296;fest;9743730;11231;fest
1297;material;434886;11232;material
1298;passform;44970574;11233;passform
1299;angenehm;655046;11234;angenehm
1300;schuhgröße;553018;11236;schuhgroesse
1301;erwartung;655046;11237;erwartung
1302;passt;655046;11238;passt
1303;jahrelang;9743730;11239;jahrelang
1304;oberschenkeln;44970574;1124;oberschenkeln
1305;sitzen;655046;11240;sitzen
1306;qualität;709229;11241;qualitaet
1307;figurformend;8623725;11242;figurformend
1308;zweiter;654563;11243;zweiter
1309;qualität;434886;11244;qualitaet
1310;material;44970574;11246;material
1311;leistungsverhältnis;434886;11247;leistungsverhaeltnis
1312;material;44970574;11248;material
1313;gehen;44970574;11249;gehen
1314;finden;553018;1125;finden
1315;gleich;1709054;11250;gleich
1316;versprechen;9743730;11251;versprechen
1317;finden;434886;11252;finden
1318;farbe;515928;11253;farbe
1319;preis;9743730;11254;preis
1320;blickdichen;9743730;11255;blickdichen
1321;schlicht;44970574;11256;schlicht
1322;material;9743730;11257;material
1323;jahr;434886;11258;jahr
1324;teil;515928;11259;teil
1325;tolle;9743730;1126;tolle
1326;unterbrustweite;655046;11260;unterbrustweite
1327;material;434886;11261;material
1328;passen;515928;11262;passen
1329;sitzen;655046;11263;sitzen
1330;schöner;515928;11264;schoener
1331;toller;709229;11265;toller
1332;stell;8623725;11266;stell
1333;geliefert;434886;11267;geliefert
1334;farbe;709229;11268;farbe
1335;gehen;515928;11269;gehen
1336;schwarz;553018;1127;schwarz
1337;bieten;434886;11270;bieten
1338;material;44970574;11271;material
